dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
0.0,0.34418604651162793,0.14285714285714285,0.10344827586206896,0.0,0.14285714285714285,1.0,0.20833333333333331,0.0,0.047619047619047616,0.06106870229007634,0.05376344086021505,0.07692307692307693,0.6666666666666666
0.022627737226276423,0.06511627906976745,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.07142857142857142,0.07633587786259542,0.043010752688172046,0.0,0.0
0.04525547445255462,0.4697674418604651,0.14285714285714285,0.06896551724137931,0.0,0.10714285714285714,1.0,0.0,0.0,0.047619047619047616,0.0534351145038168,0.010752688172043012,0.02564102564102564,0.3333333333333333
0.06715328467153192,0.33953488372093027,0.14285714285714285,0.06896551724137931,0.0,0.10714285714285714,1.0,0.041666666666666664,0.0,0.047619047619047616,0.03816793893129772,0.0,0.0,0.6666666666666666
0.08978102189781012,0.613953488372093,0.21428571428571427,0.1724137931034483,0.0,0.21428571428571427,1.0,0.041666666666666664,0.1111111111111111,0.1904761904761905,0.030534351145038167,0.08602150537634409,0.05128205128205129,0.0
0.11170924574209096,0.2372093023255814,0.2857142857142857,0.2068965517241379,0.25,0.21428571428571427,1.0,0.125,0.5555555555555556,0.14285714285714282,0.08396946564885496,0.07526881720430108,0.10256410256410256,0.0
0.13433698296836916,0.883720930232558,0.3571428571428571,0.3448275862068965,0.0,0.39285714285714285,1.0,0.0,0.0,0.30952380952380953,0.06870229007633588,0.5161290322580646,0.3333333333333333,0.0
0.15696472019464558,0.9999999999999999,0.2857142857142857,0.3103448275862069,0.25,0.3214285714285714,1.0,0.08333333333333333,0.0,0.3571428571428571,0.09923664122137404,1.0,0.5897435897435898,0.3333333333333333
0.1774026763990264,0.2651162790697675,0.4285714285714286,0.27586206896551724,0.0,0.3214285714285714,1.0,0.041666666666666664,0.0,0.1904761904761905,0.007633587786259544,0.5698924731182796,0.4615384615384615,0.0
0.1999999999999993,0.6651162790697674,0.3571428571428571,0.3103448275862069,0.0,0.3571428571428571,1.0,0.041666666666666664,0.2222222222222222,0.33333333333333326,0.07633587786259542,0.37634408602150543,0.15384615384615385,0.3333333333333333
0.2218978102189766,0.4930232558139535,0.21428571428571427,0.06896551724137931,0.0,0.10714285714285714,1.0,0.041666666666666664,0.5555555555555556,0.16666666666666666,0.29770992366412213,0.8387096774193549,0.4615384615384615,0.6666666666666666
0.2445255474452548,0.20930232558139533,0.21428571428571427,0.06896551724137931,0.0,0.10714285714285714,1.0,0.08333333333333333,0.1111111111111111,0.023809523809523808,0.0,0.4408602150537635,0.41025641025641024,0.0
0.2664233576642321,0.5255813953488372,0.21428571428571427,0.06896551724137931,0.0,0.10714285714285714,1.0,0.041666666666666664,0.0,0.11904761904761904,0.06870229007633588,0.5161290322580646,0.6666666666666666,0.0
0.2890510948905103,0.5813953488372092,0.3571428571428571,0.24137931034482757,0.0,0.2857142857142857,1.0,1.0,0.2222222222222222,0.16666666666666666,0.42748091603053434,0.935483870967742,0.7435897435897435,0.6666666666666666
0.3116788321167867,0.2,0.5,0.24137931034482757,0.0,0.2857142857142857,1.0,0.0,0.0,0.5476190476190476,0.4961832061068702,0.8064516129032259,0.4871794871794871,0.6666666666666666
0.3335766423357658,0.4790697674418604,0.5714285714285714,0.41379310344827586,0.0,0.46428571428571425,1.0,0.16666666666666666,0.2222222222222222,0.619047619047619,0.45038167938931295,0.4731182795698925,0.6153846153846153,0.3333333333333333
0.3562043795620422,0.3488372093023256,0.2857142857142857,0.10344827586206896,0.0,0.14285714285714285,1.0,0.0,0.1111111111111111,0.1904761904761905,0.2748091603053435,0.8172043010752689,0.9999999999999999,0.0
0.3781326034063248,0.20930232558139533,0.6428571428571428,0.3448275862068965,0.25,0.3214285714285714,1.0,0.08333333333333333,0.1111111111111111,0.2857142857142857,0.12213740458015268,0.5483870967741936,0.4871794871794871,1.0
0.400760340632603,0.5767441860465116,0.5,0.5517241379310345,0.0,0.6071428571428571,1.0,0.375,0.3333333333333333,0.7857142857142856,0.5267175572519083,0.6021505376344086,0.5384615384615384,0.0
0.42338807785887944,0.45116279069767445,0.9285714285714286,0.6206896551724138,0.0,0.7142857142857142,1.0,0.16666666666666666,0.7777777777777777,0.8095238095238094,0.564885496183206,0.4301075268817205,0.43589743589743585,0.6666666666666666
0.44382603406326027,0.4697674418604651,0.5714285714285714,0.44827586206896547,0.25,0.46428571428571425,1.0,0.625,0.3333333333333333,0.5952380952380951,0.20610687022900762,0.5161290322580646,0.6153846153846153,0.0
0.46642335766423315,0.22790697674418608,1.0,0.6896551724137931,0.25,0.7142857142857142,1.0,0.16666666666666666,0.2222222222222222,0.8333333333333333,0.5190839694656488,0.5913978494623656,0.5897435897435898,0.0
0.48832116788321045,0.5813953488372092,0.5714285714285714,0.4827586206896552,0.0,0.5357142857142857,1.0,0.08333333333333333,0.7777777777777777,1.0,0.42748091603053434,0.5591397849462366,0.43589743589743585,0.0
0.5109489051094886,0.15813953488372096,0.6428571428571428,0.3103448275862069,0.0,0.3571428571428571,1.0,0.041666666666666664,0.2222222222222222,0.45238095238095233,0.24427480916030536,0.5591397849462366,0.43589743589743585,0.6666666666666666
0.532846715328466,0.15813953488372096,0.6428571428571428,0.3793103448275862,0.25,0.39285714285714285,1.0,0.0,1.0,0.38095238095238093,0.1297709923664122,0.7311827956989247,0.3846153846153846,0.3333333333333333
0.5554744525547441,0.12093023255813955,0.7142857142857143,0.3103448275862069,0.0,0.3571428571428571,1.0,0.20833333333333331,0.4444444444444444,0.3571428571428571,0.3511450381679389,0.5698924731182796,0.5897435897435898,0.0
0.5781021897810206,0.2930232558139535,0.9285714285714286,0.6206896551724138,0.0,0.6785714285714285,1.0,0.8333333333333333,0.4444444444444444,0.8333333333333333,0.5190839694656488,0.5591397849462366,0.4871794871794871,0.0
0.5999999999999996,0.3488372093023256,0.7857142857142857,0.5172413793103449,0.25,0.5357142857142857,1.0,0.875,0.3333333333333333,0.6428571428571428,0.48854961832061067,0.6344086021505377,0.5897435897435898,0.3333333333333333
0.6226277372262761,0.6232558139534883,0.5714285714285714,0.27586206896551724,0.0,0.3214285714285714,1.0,0.125,0.1111111111111111,0.5238095238095237,0.42748091603053434,0.48387096774193555,0.8205128205128205,0.3333333333333333
0.6445559610705587,0.26976744186046514,0.5714285714285714,0.27586206896551724,0.0,0.3214285714285714,1.0,0.125,0.4444444444444444,0.8095238095238094,1.0,0.4301075268817205,0.28205128205128205,0.3333333333333333
0.6671836982968369,0.15813953488372096,0.5714285714285714,0.3103448275862069,0.25,0.2857142857142857,1.0,0.125,0.7777777777777777,0.4285714285714285,0.47328244274809156,0.5161290322580646,0.4615384615384615,0.6666666666666666
0.6898114355231133,0.26046511627906976,0.5714285714285714,0.41379310344827586,1.0,0.3571428571428571,1.0,0.3333333333333333,0.4444444444444444,0.5238095238095237,0.366412213740458,0.33333333333333337,0.41025641025641024,0.3333333333333333
0.7102493917274924,0.6883720930232557,0.7857142857142857,1.0,0.25,1.0,1.0,0.10416666666666666,0.6666666666666666,0.8571428571428571,0.4809160305343511,0.4946236559139785,0.43589743589743585,0.0
0.732846715328467,0.10232558139534885,0.6428571428571428,0.3103448275862069,0.25,0.3214285714285714,1.0,0.125,0.2222222222222222,0.40476190476190466,0.366412213740458,0.4731182795698925,0.641025641025641,0.6666666666666666
0.7547445255474443,0.17209302325581394,0.8571428571428571,0.5862068965517242,0.75,0.5357142857142857,1.0,0.7708333333333333,0.5555555555555556,0.5238095238095237,0.2748091603053435,0.33333333333333337,0.5128205128205128,0.0
